#Plane_1v1
#Card       tzero  t_zero_err      entries
0    -33.99857     5.73368             12719
1    -32.20925     1.34412             201200
2    -23.97371     0.45266             984115
3    -29.63599     0.91942             650897
4    -31.78035     3.01494             42283
5    -29.50000     0.00000             751
