#Plane_2u1
#Card       tzero  t_zero_err      entries
0    -31.86266     2.74468             28479
1    -28.92045     0.86228             229831
2    -20.92321     0.35172             903831
3    -20.45874     0.45728             699358
4    -22.90453     1.57229             50871
5    -19.50000     0.00000             1172
