#Plane_2x2
#Card       tzero  t_zero_err      entries
0    -23.28607     1.25854             47601
1    -22.79929     0.73755             405494
2    -23.10058     0.85077             487470
3    -21.52063     0.49342             426811
4    -31.73732     0.96388             359688
5    -32.78505     1.62923             168114
6    -29.69027     5.98698             12146
