#Plane_2u2
#Card       tzero  t_zero_err      entries
0    -30.38545     2.99820             30574
1    -31.00561     1.29042             251727
2    -29.89592     0.65877             946542
3    70.77697     1.70339             645557
4    -19.60062     1.37599             44121
5    -19.50000     0.00000             1057
