#Plane_1u2
#Card       tzero  t_zero_err      entries
0    -29.36721     5.63317             4581
1    -24.87425     0.83165             224622
2    -24.55230     0.52257             850129
3    -30.32514     0.69980             667243
4    -32.95672     1.36588             147982
5    -34.64150     4.13339             4339
