#Plane_2v1
#Card       tzero  t_zero_err      entries
0    -25.52496     3.97967             8960
1    -20.35730     0.63293             255796
2    -30.80047     0.72691             781751
3    -30.26981     0.72392             682169
4    -31.10526     1.37466             181598
5    80.66844     14.33413             7363
