#Plane_2v2
#Card       tzero  t_zero_err      entries
0    -24.23799     2.99076             9695
1    -22.10106     0.75809             283453
2    -21.61962     0.47397             799566
3    -20.39106     0.42223             657157
4    -28.75451     1.10893             163633
5    -28.05323     6.39605             6570
