#Plane_1u1
#Card       tzero  t_zero_err      entries
0    -27.22019     4.83197             3946
1    -29.98581     1.43573             197444
2    -33.85306     0.68525             831259
3    -32.90895     0.86357             696596
4    -35.61965     1.55778             165137
5    80.12952     13.48674             4929
