#Plane_1x1
#Card       tzero  t_zero_err      entries
0    -32.14585     4.93887             3314
1    -32.23577     1.22321             350344
2    -26.66294     0.74788             532211
3    -34.13374     1.00534             466045
4    -34.58270     1.02679             381216
5    -34.31030     1.78063             140707
6    -33.51381     8.34852             8621
