#Plane_2x1
#Card       tzero  t_zero_err      entries
0    -32.43888     3.10090             39999
1    -30.66834     0.78518             399162
2    -31.23276     0.76371             487857
3    -22.13048     0.54776             428506
4    -22.71229     0.67340             362100
5    -23.21640     0.97995             177878
6    -20.41828     2.34155             13013
