#Plane_2u2
#Card       tzero  t_zero_err      entries
0    -31.34215     8.37104             4000
1    -30.34566     2.49120             33656
2    -30.17882     1.62692             87157
3    69.83732     6.30297             42787
4    -38.07365     3.07369             7182
5    -9.50000     0.00000             265
