#Plane_2x2
#Card       tzero  t_zero_err      entries
0    -31.28176     5.61514             3798
1    -23.02847     1.86943             46560
2    -23.13832     2.32388             46215
3    -20.90743     1.89521             34650
4    -31.56390     4.73027             26176
5    -32.68923     6.74015             15329
6    -29.50000     0.00000             1006
