#Plane_2u1
#Card       tzero  t_zero_err      entries
0    -31.54020     10.57499             3710
1    -30.34744     2.61124             30766
2    -21.71965     1.41981             85695
3    -20.81021     1.90028             45415
4    -23.60598     5.86829             8040
5    -19.50000     0.00000             305
