#Plane_1v2
#Card       tzero  t_zero_err      entries
0    -29.50000     0.00000             1949
1    -35.18495     3.26057             30252
2    -32.95490     2.26976             93826
3    73.14222     6.05953             42066
4    -26.22979     4.04059             4541
5    -19.50000     0.00000             138
