#Plane_1u1
#Card       tzero  t_zero_err      entries
0    20.50000     0.00000             33
1    -32.42941     4.22868             16800
2    -33.97582     2.14841             86727
3    -33.68823     2.10850             55129
4    -35.02892     4.66315             14818
5    88.50000     0.00000             881
