#Plane_2v2
#Card       tzero  t_zero_err      entries
0    0.50000     0.00000             70
1    -21.72101     3.02375             25558
2    -22.06382     1.72353             82563
3    -20.47897     1.96498             51114
4    -28.20803     3.95564             14386
5    -25.50000     0.00000             1267
