#Plane_1u2
#Card       tzero  t_zero_err      entries
0    -9.50000     0.00000             36
1    -26.23854     3.86762             19555
2    -24.99267     1.48606             87900
3    -30.79547     2.54813             52746
4    -33.78410     6.56175             13418
5    -29.50000     0.00000             760
