#Plane_1v1
#Card       tzero  t_zero_err      entries
0    -31.50000     0.00000             1703
1    -32.62669     3.05160             27118
2    -24.30505     1.77268             92139
3    -29.92797     2.94255             44941
4    -32.29465     10.32808             6998
5    -9.50000     0.00000             155
