#Plane_1x1
#Card       tzero  t_zero_err      entries
0    0.50000     0.00000             52
1    -32.00180     4.07753             39930
2    -26.94820     2.11374             52263
3    -36.08265     3.60486             38307
4    -35.49554     4.11099             27921
5    -36.48548     4.06288             13640
6    -27.50000     0.00000             570
