#Plane_2v1
#Card       tzero  t_zero_err      entries
0    10.50000     0.00000             60
1    -21.04097     1.81787             22691
2    -31.50526     2.16878             81341
3    -30.48849     3.71957             53347
4    -30.76386     3.26024             15872
5    76.50000     0.00000             1385
