#Plane_1u1
#Card       tzero  t_zero_err      entries
0    30.50000     0.00000             69
1    -30.89822     1.98608             56494
2    -33.45752     1.06017             313987
3    -32.98874     1.16265             279960
4    -36.43721     2.78631             48901
5    110.50000     0.00000             121
