#Plane_2u1
#Card       tzero  t_zero_err      entries
0    -31.63964     5.18312             11152
1    -29.13318     1.46574             87501
2    -20.84353     0.62493             325186
3    -21.04215     0.85161             252604
4    -23.44494     1.92620             25521
5    8.50000     0.00000             38
