#Plane_2x1
#Card       tzero  t_zero_err      entries
0    -31.08183     5.93871             10027
1    -31.08750     1.53242             137181
2    -31.42870     1.42586             178801
3    -22.20326     0.88105             177188
4    -23.33872     1.27499             121477
5    -23.03283     1.34888             75772
6    -7.50000     0.00000             24
