#Plane_1x1
#Card       tzero  t_zero_err      entries
0    -9.50000     0.00000             211
1    -32.00471     2.03355             117045
2    -26.31170     1.16374             194134
3    -34.37948     1.77377             193090
4    -34.95480     2.04250             130406
5    -34.48951     2.90567             56384
6    0.50000     0.00000             24
