#Plane_1u2
#Card       tzero  t_zero_err      entries
0    10.50000     0.00000             76
1    -23.34861     1.78374             64923
2    -24.55627     0.86943             323930
3    -30.24465     1.09420             265766
4    -33.56624     2.63804             43908
5    -9.50000     0.00000             61
