#Plane_2v1
#Card       tzero  t_zero_err      entries
0    -1.50000     0.00000             125
1    -20.72957     1.08291             76745
2    -30.74064     1.19225             295537
3    -30.43277     1.18307             277439
4    -31.46966     2.62314             54822
5    80.50000     0.00000             398
