#Plane_1v1
#Card       tzero  t_zero_err      entries
0    -33.50000     0.00000             5007
1    -32.51259     1.95193             77052
2    -24.02123     1.02533             351780
3    -29.69310     1.21330             239986
4    -32.06390     4.35117             21267
5    -29.50000     0.00000             8
