#Plane_1x2
#Card       tzero  t_zero_err      entries
0    -29.50000     0.00000             418
1    -32.80311     2.04854             124494
2    -35.44719     1.88461             194562
3    -33.64843     1.37233             194235
4    -32.04845     2.30548             126983
5    -31.97491     3.40921             52675
6    40.50000     0.00000             27
