#Plane_2x2
#Card       tzero  t_zero_err      entries
0    -22.08003     4.80388             12445
1    -22.66801     1.03255             139743
2    -23.20002     1.18303             179101
3    -21.63668     0.98173             177123
4    -31.47573     1.56889             119184
5    -32.37242     2.81597             72481
6    -29.50000     0.00000             18
