#Plane_1v2
#Card       tzero  t_zero_err      entries
0    -31.98923     6.49406             5609
1    -33.61029     2.41915             84981
2    -32.39348     1.04498             367787
3    74.74613     2.83248             221306
4    -23.42416     2.91512             12523
5    -15.50000     0.00000             10
