#Plane_2v1
#Card       tzero  t_zero_err      entries
0    10.50000     0.00000             102
1    -10.23745     2.41999             2392
2    -1.35551     0.22430             92392
3    -0.81079     0.13976             345495
4    -5.06556     0.23096             110759
5    -7.10158     0.58014             44799
6    -2.94125     2.16350             2489
