#Plane_2u1
#Card       tzero  t_zero_err      entries
0    0.50000     0.00000             1126
1    -6.89097     0.75821             15224
2    -1.72095     0.25060             92184
3    -1.14284     0.17786             252214
4    -8.37572     0.29759             152456
5    -9.84609     0.52872             73527
6    -0.55634     0.71054             8297
