#Plane_1x2
#Card       tzero  t_zero_err      entries
0    -3.78072     0.60834             14028
1    -5.53354     0.25624             75801
2    -12.86001     0.76105             164105
3    -9.38827     0.33646             221460
4    -6.95902     0.32511             133207
