#Plane_1x1
#Card       tzero  t_zero_err      entries
0    -13.69712     1.88577             14823
1    -11.07377     0.65980             77894
2    -9.41980     0.56667             167418
3    -5.13214     0.18553             222831
4    -1.70552     0.26803             128898
