#Plane_1u1
#Card       tzero  t_zero_err      entries
0    10.50000     0.00000             9
1    -9.50000     0.00000             1362
2    -8.72759     0.55770             71712
3    -8.16963     0.23584             374882
4    -4.74300     0.26498             120655
5    -4.45663     0.43377             36117
6    10.50000     0.00000             253
