#Plane_1v2
#Card       tzero  t_zero_err      entries
0    10.50000     0.00000             88
1    -5.86442     0.82777             8871
2    -1.58092     0.26105             56170
3    -9.82921     0.28345             270049
4    -11.11941     0.49170             180378
5    -9.50422     0.61214             84801
6    -6.76913     1.54651             4102
