#Plane_2u2
#Card       tzero  t_zero_err      entries
0    -1.50000     0.00000             499
1    -3.38149     0.79991             11684
2    -1.81979     0.20350             64588
3    -9.72953     0.39624             249976
4    -8.91571     0.45159             167441
5    -8.28659     0.65125             90103
6    -3.68482     0.73738             15470
