#Plane_2v2
#Card       tzero  t_zero_err      entries
0    0.50000     0.00000             39
1    -9.50000     0.00000             1451
2    -2.09995     0.26639             55522
3    -0.48711     0.14140             351966
4    -5.72234     0.25299             135912
5    -3.20354     0.24802             53544
6    -3.89501     0.79638             5602
