#Plane_2x1
#Card       tzero  t_zero_err      entries
0    -3.84386     0.33891             25147
1    -6.02254     0.45197             82180
2    -9.36996     0.40815             147623
3    -8.94146     0.36726             191728
4    -0.13363     0.19276             155426
