#Plane_1x1
#Card       tzero  t_zero_err      entries
0    0.50000     0.00000             32
1    -33.62242     5.33367             9620
2    -26.28157     5.03328             10145
3    -37.24159     9.82468             5362
4    -44.42250     5.59725             2485
5    -27.50000     0.00000             812
6    -9.50000     0.00000             30
