#Plane_2x2
#Card       tzero  t_zero_err      entries
0    -23.50000     0.00000             1143
1    -22.47104     2.38634             10798
2    -22.19957     5.90428             8677
3    -25.95463     3.35262             4823
4    -19.50000     0.00000             2392
5    -29.50000     0.00000             922
6    -19.50000     0.00000             44
