#Plane_1v1
#Card       tzero  t_zero_err      entries
0    -27.50000     0.00000             306
1    -32.79622     6.42723             6151
2    -25.40402     3.33062             17310
3    -28.81367     6.08388             4299
4    -29.50000     0.00000             355
5    -29.50000     0.00000             10
