#Plane_2x1
#Card       tzero  t_zero_err      entries
0    -25.50000     0.00000             896
1    -32.24220     5.25969             10673
2    -31.33746     6.66371             8786
3    -24.85794     7.07655             4902
4    -30.99360     5.46216             2440
5    -19.50000     0.00000             975
6    20.50000     0.00000             54
