#Plane_2u1
#Card       tzero  t_zero_err      entries
0    -23.50000     0.00000             774
1    -34.62285     10.13336             6823
2    -21.03983     2.52972             16129
3    -23.31849     2.39755             4459
4    -19.50000     0.00000             403
5    30.50000     0.00000             24
