#Plane_2v1
#Card       tzero  t_zero_err      entries
0    10.50000     0.00000             16
1    -18.61374     6.48899             5594
2    -32.12354     3.96232             15231
3    -27.67958     9.68724             6503
4    -25.50000     0.00000             1361
5    100.50000     0.00000             102
