#Plane_1v2
#Card       tzero  t_zero_err      entries
0    -29.50000     0.00000             354
1    -38.51023     5.99494             6900
2    -32.88615     4.67554             17438
3    77.06132     14.74341             3886
4    -9.50000     0.00000             232
5    -29.50000     0.00000             8
