#Plane_1x2
#Card       tzero  t_zero_err      entries
0    4.50000     0.00000             49
1    -32.66618     6.39172             10191
2    -36.23993     4.38723             10024
3    -33.89578     7.25638             5278
4    -33.50000     0.00000             2387
5    -29.50000     0.00000             764
6    20.50000     0.00000             26
