#Plane_1u1
#Card       tzero  t_zero_err      entries
0    10.50000     0.00000             13
1    -32.53873     8.58505             4235
2    -35.11986     4.83830             16439
3    -34.77294     9.83259             6740
4    -33.50000     0.00000             1273
5    130.50000     0.00000             69
