#Plane_2v2
#Card       tzero  t_zero_err      entries
0    30.50000     0.00000             16
1    -22.74477     7.02139             6283
2    -23.77968     2.57353             15265
3    -25.22338     3.72450             6096
4    -23.50000     0.00000             1215
5    -19.50000     0.00000             92
