#Plane_2x2
#Card       tzero  t_zero_err      entries
0    -7.44633     0.54905             46689
1    -9.23172     0.63402             82642
2    -6.47323     0.32589             104612
3    -3.29358     0.15166             115251
4    -1.03691     0.18597             90539
