#Plane_1v1
#Card       tzero  t_zero_err      entries
0    0.50000     0.00000             641
1    -6.18448     0.68264             18810
2    -4.03077     0.24043             83080
3    -1.19759     0.19295             207951
4    -12.47738     1.05024             90745
5    -11.71604     0.81430             35757
6    -9.50000     0.00000             527
