#Plane_1v2
#Card       tzero  t_zero_err      entries
0    10.50000     0.00000             153
1    -5.62513     0.72662             14237
2    -1.60544     0.28760             63872
3    -10.03892     0.41768             206989
4    -10.43497     0.65900             102421
5    -8.94658     0.55682             43937
6    -7.76929     2.34274             2065
