#Plane_2u2
#Card       tzero  t_zero_err      entries
0    0.50000     0.00000             930
1    -1.80268     0.41829             18181
2    -1.82734     0.20310             70892
3    -9.60375     0.39118             191762
4    -8.19681     0.41864             97841
5    -8.36557     0.78303             48674
6    -3.52669     1.27677             7977
