#Plane_1x1
#Card       tzero  t_zero_err      entries
0    -12.80436     1.14334             32007
1    -10.43248     0.74879             88021
2    -9.61845     0.40403             120039
3    -5.67109     0.35907             131825
4    -2.12302     0.30675             68507
