#Plane_1u1
#Card       tzero  t_zero_err      entries
0    40.50000     0.00000             16
1    -8.95229     2.01405             5299
2    -7.40834     0.44050             70262
3    -7.80354     0.29726             265724
4    -4.91314     0.26386             72611
5    -5.33475     0.68055             21156
6    54.50000     0.00000             157
