#Plane_1x2
#Card       tzero  t_zero_err      entries
0    -4.73254     0.43349             30473
1    -5.51548     0.35600             87046
2    -12.76940     0.84430             118868
3    -9.50192     0.56209             131270
4    -6.82098     0.51699             70317
