#Plane_2u1
#Card       tzero  t_zero_err      entries
0    0.50000     0.00000             1970
1    -6.13813     0.42290             21637
2    -1.41734     0.20225             97100
3    -1.14723     0.19509             206768
4    -8.46349     0.44186             103159
5    -9.94113     0.71026             46691
6    -5.44449     1.41769             5157
