#Plane_2v2
#Card       tzero  t_zero_err      entries
0    30.50000     0.00000             26
1    -12.95813     1.72905             3951
2    -2.17054     0.21485             57768
3    -0.88196     0.15348             287105
4    -5.63517     0.28536             97526
5    -3.88695     0.30831             37190
6    -7.51563     1.62642             3853
