#Plane_2x1
#Card       tzero  t_zero_err      entries
0    -3.96175     0.31497             44096
1    -6.11130     0.44136             87361
2    -9.53508     0.48036             119112
3    -9.20383     0.47531             134181
4    -0.14805     0.21562             101409
