#Plane_1v1
#Card       tzero  t_zero_err      entries
0    0.50000     0.00000             657
1    -5.93533     0.54899             18112
2    -3.81247     0.22870             85407
3    -0.60453     0.16336             232558
4    -12.71218     0.68164             107613
5    -11.05262     0.62944             42986
6    0.50000     0.00000             661
