#Plane_1u1
#Card       tzero  t_zero_err      entries
0    0.50000     0.00000             10
1    -12.03203     2.50136             3986
2    -7.89881     0.44881             71823
3    -8.02169     0.25119             300426
4    -5.48363     0.34485             84707
5    -5.70474     0.48130             24410
6    14.50000     0.00000             169
