#Plane_2v2
#Card       tzero  t_zero_err      entries
0    30.50000     0.00000             31
1    -22.19937     4.27122             18596
2    -21.46424     1.92957             61800
3    -20.43315     1.60904             41830
4    -30.76443     2.91752             12154
5    -29.50000     0.00000             980
