#Plane_1v1
#Card       tzero  t_zero_err      entries
0    -29.50000     0.00000             1265
1    -31.82437     3.83443             19624
2    -22.82816     1.72988             68172
3    -30.14789     2.77089             38106
4    -35.26422     6.09838             6628
5    -19.50000     0.00000             170
