#Plane_2x2
#Card       tzero  t_zero_err      entries
0    -25.15235     6.66743             2526
1    -23.33387     2.78887             33530
2    -22.66077     2.80829             34786
3    -22.59841     1.74137             27010
4    -32.00502     4.69172             22032
5    -33.50585     5.57676             13746
6    -29.50000     0.00000             949
